,game_str,play_per_game_throw,type_throw,play_id,player_id_throw,player_position_throw,xy_throw_angle_throw,elevation_throw_angle_throw,throw_bounced_throw,throw_velo_throw,batter_dist_to_first_throw,thrower_x_throw,thrower_y_throw,batter_x_throw,batter_y_throw,ball_position_x_throw,ball_position_y_throw,ball_position_z_throw,play_per_game_receive,type_receive,player_id_receive,player_position_receive,xy_throw_angle_receive,elevation_throw_angle_receive,throw_bounced_receive,throw_velo_receive,batter_dist_to_first_receive,thrower_x_receive,thrower_y_receive,batter_x_receive,batter_y_receive,ball_position_x_receive,ball_position_y_receive,ball_position_z_receive,target,dist_from_bag_receive,dist_from_bag_throw,shorten_throw_by,batter_time_to_first_throw,throw_time_to_first_throw
22,1902_02_TeamMG_TeamA3,,trusted_first_base_out_throws,354.0,8033.0,4.0,2.4117092932109347,5.203327699021284,0.0,57.01659422870643,43.09524756679468,37.9182,143.7054,33.5736,32.7651,38.6223,135.8562,4.6896,,trusted_first_base_out_receives,3191.0,3.0,,,0.0,,23.278618971772588,,,47.5902,46.7781,63.2532,66.8544,2.688378,1,4.208510656929429,76.57084294795668,3.3228772505006763,1.596120280251655,0.9156317931751458
23,1902_02_TeamMG_TeamA3,,trusted_first_base_out_throws,356.0,1628.0,4.0,2.1168494814339494,2.942704409926096,0.0,58.18209824453611,35.73215228173793,10.3656,119.5236,38.1453,38.6031,10.80132,115.9746,5.13471,,trusted_first_base_out_receives,2240.0,3.0,,,0.0,,11.35759138338973,,,55.7952,55.4262,57.1581,64.2978,2.101098,1,6.845275916445052,74.54663852596136,5.2008623141848425,1.3234130474717754,0.8735693612871936
24,1902_02_TeamMG_TeamA3,,trusted_first_base_out_throws,358.0,1119.0,5.0,2.543650391557317,4.786941237226822,0.0,64.19178385984523,60.19827648020498,-41.6529,93.2112,20.5791,21.5727,-38.3175,89.823,5.49453,,trusted_first_base_out_receives,2240.0,3.0,,,0.0,,37.5203634020246,,,36.7815,37.44,58.2315,64.5291,1.381455,1,5.652191340601417,105.40878567911125,5.523975983724525,2.2295657955631474,1.1195824280693962
25,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,37.0,8169.0,4.0,2.7666104133421205,4.333069851806838,0.0,69.21446042756273,47.16853949636168,35.8449,137.2749,29.1177,31.4976,37.9566,141.5757,3.51927,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,24.807729690462704,,,44.9622,47.3124,62.0172,65.5275,4.06905,1,4.770064003564585,82.13425811489499,2.473063142943401,1.7469829443096918,0.8090702069231914
26,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,101.0,2235.0,4.0,3.9525710345358567,5.487053259836015,0.0,65.63928389350465,38.8681728788756,0.4059,115.3863,33.3036,39.3402,-3.98331,112.9983,4.85787,,trusted_first_base_out_receives,2488.0,3.0,,,0.0,,12.244105964274183,,,53.4042,56.9199,64.0344,65.6769,6.49563,1,6.819062785838725,83.8614243863245,1.2570266335299334,1.439561958476874,0.8710781262714999
27,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,103.0,4557.0,6.0,0.6391193321458569,3.738383286431597,0.0,86.41071942401747,44.76630623213181,-21.5805,142.2162,31.6059,32.3688,-26.04312,142.6857,5.16078,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,14.547166443608411,,,53.208,53.5005,62.94,60.0561,3.67743,1,5.182132006484841,119.65746972648267,1.6843169747844726,1.6580113419308078,0.9441280530874789
28,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,107.0,8169.0,4.0,1.3005411585651658,2.5578855283933497,0.0,70.9306382757631,30.889751054164204,49.7511,138.4653,40.7541,42.8928,46.9686,137.9649,4.16811,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,8.043335610740769,,,57.609,58.3173,61.1313,59.6808,1.845006,1,5.036650357315923,76.28593850265361,3.208107194127875,1.1440648538579334,0.7332791451278308
29,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,111.0,1080.0,5.0,1.0721197868679084,3.808901003151749,0.0,81.18370143656232,34.664084512560386,-31.7445,86.3145,37.6842,40.6632,-31.0917,83.031,5.55651,,trusted_first_base_out_receives,2488.0,3.0,,,0.0,,9.586403583448623,,,55.6578,58.3302,62.3481,62.5533,5.98245,1,6.215929292788697,96.85515964851358,1.388908356946413,1.283854981946681,0.81341583177534
30,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,124.0,6201.0,5.0,2.079163375498936,5.183862501900027,0.0,79.59998571269449,45.84896346104161,-58.3167,103.6983,30.7017,31.7457,-57.9957,101.868,5.43303,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,13.391328873919372,,,53.6832,54.6843,64.8513,63.9258,4.1622,1,4.344422318734054,127.61691230977729,0.8919689477025178,1.698109757816356,1.0930850408000927
31,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,173.0,2235.0,4.0,0.5276184134598778,7.561905522102925,0.0,67.49691085818215,42.52596790424245,-12.6048,146.9778,32.853,34.3029,-12.50688,143.1603,4.58976,,trusted_first_base_out_receives,2488.0,3.0,,,0.0,,13.104389664313889,,,54.3321,54.4149,62.9133,58.1016,4.5624,1,7.211974668568841,110.19480011398814,3.3045125267107665,1.575035848305276,1.1131044336555118
32,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,175.0,8169.0,4.0,1.949313129553988,6.587468251797718,0.0,63.04767992910089,38.2924473851887,3.1365,146.4381,36.5169,36.6087,2.311101,142.5558,4.53579,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,7.041815735142507,,,58.1601,59.2167,61.7043,67.4499,4.48056,1,6.191861709640531,100.04761086752107,4.394968712837189,1.418238792044026,1.0819229180889582
33,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,190.0,1144.0,6.0,1.2026521450660237,7.707506165222414,0.0,45.88326902868898,48.55012066567993,20.46,118.9581,29.8641,28.7637,17.76378,120.2355,5.53023,,trusted_first_base_out_receives,2488.0,3.0,,,0.0,,26.61332808535333,,,44.937,44.706,60.5286,66.5907,2.571933,1,5.000215481740722,73.06346542758195,4.433995934540611,1.7981526172474047,1.0856869628873675
34,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,192.0,1144.0,6.0,0.0076136411335073,3.630290875115097,0.0,79.60256031970928,48.39476489644283,-57.9576,122.4744,28.9917,29.8524,-58.0857,119.9421,5.78043,,trusted_first_base_out_receives,2488.0,3.0,,,0.0,,19.89165762571442,,,49.8288,49.3239,63.426,62.3151,2.670792,1,2.988826999526502,134.2402133726822,0.2468196360084974,1.7923986998682528,1.1497788226877608
35,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,213.0,1080.0,5.0,0.2341743979532054,5.735791681903822,0.0,67.16210721049339,35.58337103438016,-33.165,40.5747,38.2113,38.7483,-33.4986,36.8547,4.12905,,trusted_first_base_out_receives,2488.0,3.0,,,0.0,,4.37711489958678,,,60.3774,60.7212,59.7357,60.6651,1.067904,1,5.022812583208395,100.84796664507934,4.594046831260365,1.3179026309029689,1.023767976059359
36,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,232.0,4557.0,6.0,1.230423997974181,7.2901651073385505,0.0,76.34485148934431,46.180071805319,-51.5538,119.7777,29.9025,32.1054,-52.1265,116.7807,3.9468,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,11.797082886637044,,,55.1418,55.4568,60.8241,64.0707,4.21974,1,5.091084589175532,127.44153537990553,2.868010980482568,1.7103730298266298,1.1381249615852997
37,1903_08_TeamNJ_TeamB,,trusted_first_base_out_throws,234.0,4557.0,6.0,2.534615226837245,6.245337877804113,0.0,77.53069743926295,32.6325477124901,-19.7583,122.8191,40.1427,40.995,-22.85358,120.63,4.11117,,trusted_first_base_out_receives,6266.0,3.0,,,0.0,,4.033967867621483,,,60.8199,60.7548,61.7088,69.9939,5.69442,1,8.74822525167491,103.6623278042165,5.330249952968107,1.2086128782403742,0.9116034796496183
38,1900_08_TeamKL_TeamB,,trusted_first_base_out_throws,4.0,1592.0,4.0,0.4086947390105662,2.9931782056308003,0.0,72.59442950258335,30.240473164103417,5.4855,132.7527,40.6368,44.0091,1.372869,133.1631,6.00876,,trusted_first_base_out_receives,1334.0,3.0,,,0.0,,6.318924874058452,,,57.4362,62.4369,57.6054,68.1804,4.55784,1,8.820678575921503,93.52415671247508,7.685812409603876,1.1200175245964228,0.8783734746270058
39,1900_08_TeamKL_TeamB,,trusted_first_base_out_throws,14.0,1592.0,4.0,0.8200213307838238,3.161141285441019,0.0,68.3812227820302,47.24389302428653,49.5729,134.088,30.9753,29.5071,47.8491,129.8586,4.69803,,trusted_first_base_out_receives,1334.0,3.0,,,0.0,,27.46554276184697,,,44.8275,43.6281,62.148,64.3962,0.0,1,1.6725218312215164,68.23757247510672,1.079374458801215,1.749773815714316,0.6803704047322352
40,1900_08_TeamKL_TeamB,,trusted_first_base_out_throws,24.0,8737.0,1.0,0.7178402967898713,5.552690378335121,0.0,50.4685698654237,45.79158052188336,2.6781,56.4045,30.8868,31.6377,2.03484,53.5575,6.98781,,trusted_first_base_out_receives,5458.0,3.0,,,0.0,,21.461200030464344,,,47.9766,48.9681,60.5508,63.9321,5.70729,1,6.496111028455301,62.81421942400435,3.6173018876624163,1.6959844637734578,0.8485856376648998
41,1900_08_TeamKL_TeamB,,trusted_first_base_out_throws,134.0,2653.0,5.0,0.1831523678756853,4.91771491062075,0.0,78.19940364604776,31.677300066944383,-14.4876,114.0975,39.8637,42.7074,-15.81654,112.1457,5.67549,,trusted_first_base_out_receives,1334.0,3.0,,,0.0,,10.008828838105815,,,55.7751,57.4488,58.7661,65.5932,7.97781,1,9.550553272698425,93.26484732116242,5.65346280480698,1.173233335812755,0.8131548384817214
42,1903_23_TeamNA_TeamA1,,trusted_first_base_out_throws,46.0,1725.0,5.0,1.0924626424204396,5.998389686606479,0.0,70.08801195626478,38.46125259184311,-24.138,88.6896,35.0613,37.8996,-23.73744,85.6506,3.97356,,trusted_first_base_out_receives,1009.0,3.0,,,0.0,,12.076570130243384,,,54.5631,55.6734,59.8623,61.2924,3.61215,1,5.72931907297042,90.19435551675703,3.2456455189071445,1.42449083673493,0.8773933253953362
43,1903_23_TeamNA_TeamA1,,trusted_first_base_out_throws,67.0,2919.0,4.0,2.8227854601596776,3.6697001199064383,0.0,52.62437460848818,28.105034922823396,53.4813,110.1633,43.2105,44.3382,50.5731,109.5408,3.94095,,trusted_first_base_out_receives,1009.0,3.0,,,0.0,,10.19993243336252,,,55.4964,57.4974,60.5931,66.1476,4.17159,1,5.742246988956726,47.887200727764395,3.5785553108668973,1.0409272193638295,0.6204277454811694
44,1903_23_TeamNA_TeamA1,,trusted_first_base_out_throws,254.0,9423.0,4.0,0.3413862252462004,3.530838565903909,0.0,60.29133777805923,39.60658467067498,55.8429,125.2017,34.7862,36.5073,53.1282,122.6298,3.50142,,trusted_first_base_out_receives,8977.0,3.0,,,0.0,,23.94179412416882,,,45.9774,47.4762,62.4909,67.2855,3.21747,1,4.996414735472683,60.02159751609213,3.972103600560329,1.4669105433583325,0.6787523370817701
45,1903_23_TeamNA_TeamA1,,trusted_first_base_out_throws,273.0,2386.0,6.0,0.8470601733374816,4.2434384701624905,0.0,67.28121507824495,39.882644910246,18.4557,147.6174,35.223,35.6553,18.50226,143.0055,5.57529,,trusted_first_base_out_receives,1009.0,3.0,,,0.0,,16.537648533711998,,,51.969,51.9225,63.1017,65.4624,4.6668,1,5.038941555086207,91.47354097156733,2.1313915790692004,1.4771349966757779,0.9269586746834797
46,1901_08_TeamLK_TeamB,,trusted_first_base_out_throws,84.0,7830.0,4.0,1.5074917406488688,5.836259872738922,0.0,52.57780798570418,39.08894820183673,56.6763,127.1385,35.9982,36.0009,55.5435,120.2631,3.70803,,trusted_first_base_out_receives,4088.0,3.0,,,0.0,,16.756669341147088,,,51.8382,51.7437,63.6018,62.6169,3.24912,1,3.4064859858984584,57.31942143206022,0.7947651019807062,1.4477388222902492,0.7432895551734393
47,1901_08_TeamLK_TeamB,,trusted_first_base_out_throws,120.0,9857.0,1.0,3.4193829444814328,25.246418919737284,0.0,24.96371981914132,55.977550487469074,29.8707,71.1582,23.8236,24.2928,29.54265,72.4725,0.385065,,trusted_first_base_out_receives,4088.0,3.0,,,0.0,,30.603001964097032,,,41.6916,42.3129,60.8289,66.2856,5.17182,1,6.453609532558243,35.224578318436244,3.440776457513765,2.0732426106470028,0.9620446109546057
48,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,15.0,2105.0,1.0,0.9966211489079412,6.4537928148418,0.0,36.974757152902505,41.11550168831915,24.5829,47.5812,34.3983,34.7358,24.46407,46.2168,5.94012,,trusted_first_base_out_receives,2480.0,3.0,,,0.0,,24.225939770291365,,,46.4859,46.5327,59.9031,62.7978,5.08056,1,6.362565819569853,43.2846659140749,4.417861236657644,1.522796358826635,0.798155384060704
49,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,57.0,2105.0,1.0,0.2405924545467368,19.359711967607726,0.0,21.438913484305584,43.98441667146119,33.7707,55.4634,31.6134,33.4908,36.2709,55.2543,3.22578,,trusted_first_base_out_receives,2480.0,3.0,,,0.0,,22.947985446349808,,,46.7907,48.06,61.1115,62.8875,3.85776,1,4.673256239019706,28.805648571696715,3.052945740024859,1.6290524693133774,0.9160804063717297
50,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,84.0,1181.0,6.0,0.3539776522973015,5.036766289438736,0.0,58.79565598489212,49.06333264349173,3.1377,128.9211,29.2488,28.647,0.516204,127.4631,4.75509,,trusted_first_base_out_receives,2480.0,3.0,,,0.0,,20.58309657631788,,,48.5295,49.6629,59.0346,64.5123,0.960459,1,4.784369210347339,89.89223070596805,3.9041094488621186,1.8171604682774714,1.042402935155773
51,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,101.0,8971.0,1.0,1.8049947867459728,13.840631111090204,0.0,24.85518964253696,43.973846914513686,31.9371,63.6015,31.9212,33.1824,34.0629,62.4108,3.2514,,trusted_first_base_out_receives,3041.0,3.0,,,0.0,,28.565988764985867,,,43.1922,43.6917,60.1356,62.4294,4.18473,1,5.590586947711003,29.780251333721523,3.986885354317877,1.6286609968338401,0.8169020494355399
52,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,104.0,9890.0,4.0,1.4608051768823085,4.518230255573303,0.0,61.30975029172736,36.90046659516474,36.3186,134.604,38.2077,36.9027,34.0272,132.8577,4.10679,,trusted_first_base_out_receives,3041.0,3.0,,,0.0,,12.47664510033858,,,54.8499,54.7848,60.1428,64.68,3.0477,1,4.7537951513691254,75.39830574226968,2.494472927240981,1.3666839479690642,0.8384762154981314
53,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,155.0,9890.0,4.0,0.5426925098749681,4.493973054032699,0.0,70.98093461683362,35.42211279885717,20.787,126.882,37.9119,39.2919,20.01891,124.0707,4.17747,,trusted_first_base_out_receives,3041.0,3.0,,,0.0,,14.0636997645292,,,52.7592,54.7287,61.9569,62.5755,5.898,1,6.224969778177932,74.64672365386548,0.45192036523690854,1.3119301036613766,0.7170141811407226
54,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,157.0,1771.0,5.0,0.0953091522793697,3.330077033186743,0.0,71.29535355487336,46.16360731511803,-51.8379,65.352,30.3309,31.677,-50.7483,63.1083,5.62797,,trusted_first_base_out_receives,2480.0,3.0,,,0.0,,12.60564910161276,,,54.1146,55.3827,61.3083,60.9705,0.456771,1,3.5732054733672385,114.52750919344669,2.363297131512626,1.7097632338932602,1.0952349561396961
55,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,161.0,2255.0,4.0,2.0037324116301503,18.891941866077623,0.0,28.64292449382193,38.69480650873663,33.5661,89.9865,35.8761,36.6864,34.2153,88.4778,2.254599,,trusted_first_base_out_receives,2480.0,3.0,,,0.0,,15.23478444897212,,,52.4274,53.3253,61.7919,66.5625,5.1564,1,6.20852466287995,38.5721262175991,3.59307401384466,1.4331409818050604,0.9181527283372831
56,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,164.0,1181.0,6.0,0.8882858514708615,4.707741079879553,0.0,60.54127624018545,40.09818144390308,41.8689,129.2484,36.4935,34.1277,39.3177,128.1384,3.83325,,trusted_first_base_out_receives,2480.0,3.0,,,0.0,,20.999022735517304,,,49.1628,48.4284,61.9557,68.205,3.34281,1,5.903618860477239,69.03870652152337,5.044008918707716,1.4851178312556697,0.7774988980821356
57,1902_22_TeamMA_TeamA1,,trusted_first_base_out_throws,193.0,6057.0,6.0,4.29859053145651,8.423751122706609,0.0,68.77631320746275,53.0396675740747,-39.2658,127.3077,22.9365,29.6328,-41.3061,125.2626,4.08432,,trusted_first_base_out_receives,3041.0,3.0,,,0.0,,15.440783587387934,,,52.521,52.9254,66.951,66.573,2.282667,1,4.978016209829523,121.76894776857806,1.2928481432260668,1.964432132373137,1.2071364663938837
